alcaldia|cantidad|fecha
Tlalpan|1|2020-10-25
Tlalpan|1|2020-10-26
Tlalpan|2|2020-10-28
Tlalpan|2|2020-10-29
Tlalpan|3|2020-10-30
Tlalpan|4|2020-10-31
Tlalpan|1|2020-11-02
Tlalpan|1|2020-11-03
Tlalpan|3|2020-11-04
Tlalpan|2|2020-11-05
Tlalpan|2|2020-11-06
Tlalpan|2|2020-11-07
Tlalpan|1|2020-11-08
Tlalpan|1|2020-11-10
Tlalpan|1|2020-11-11
Tlalpan|1|2020-11-12
Tlalpan|3|2020-11-13
Tlalpan|4|2020-11-15
Tlalpan|1|2020-11-16
Tlalpan|1|2020-11-17
Tlalpan|2|2020-11-20
Tlalpan|2|2020-11-22
Tlalpan|2|2020-11-24
Tlalpan|1|2020-11-25
Tlalpan|2|2020-11-27
Tlalpan|2|2020-11-28
Tlalpan|1|2020-11-29
Tlalpan|1|2020-12-04
Tlalpan|1|2020-12-05
Tlalpan|1|2020-12-08
Tlalpan|1|2020-12-09
Tlalpan|1|2020-12-11
Tlalpan|3|2020-12-12
Tlalpan|3|2020-12-14
Tlalpan|2|2020-12-15
Tlalpan|1|2020-12-16
Tlalpan|2|2020-12-20
Tlalpan|1|2020-12-21
Tlalpan|3|2020-12-23
Tlalpan|1|2020-12-25
Tlalpan|2|2020-12-26
Tlalpan|2|2020-12-28
Tlalpan|1|2020-12-30
Tlalpan|1|2020-12-31
Venustiano Carranza|1|2020-01-02
Venustiano Carranza|3|2020-01-03
Venustiano Carranza|2|2020-01-05
Venustiano Carranza|2|2020-01-06
Venustiano Carranza|1|2020-01-08
Venustiano Carranza|2|2020-01-09
Venustiano Carranza|2|2020-01-10
Venustiano Carranza|4|2020-01-11
Venustiano Carranza|4|2020-01-12
Venustiano Carranza|1|2020-01-13
Venustiano Carranza|2|2020-01-14
Venustiano Carranza|1|2020-01-15
Venustiano Carranza|2|2020-01-16
Venustiano Carranza|1|2020-01-18
Venustiano Carranza|3|2020-01-19
Venustiano Carranza|2|2020-01-20
Venustiano Carranza|1|2020-01-21
Venustiano Carranza|1|2020-01-22
Venustiano Carranza|2|2020-01-25
Venustiano Carranza|2|2020-01-26
Venustiano Carranza|4|2020-01-27
Venustiano Carranza|1|2020-01-30
Venustiano Carranza|3|2020-01-31
Venustiano Carranza|3|2020-02-01
Venustiano Carranza|1|2020-02-02
Venustiano Carranza|4|2020-02-03
Venustiano Carranza|1|2020-02-04
Venustiano Carranza|3|2020-02-05
Venustiano Carranza|3|2020-02-06
Venustiano Carranza|1|2020-02-07
Venustiano Carranza|1|2020-02-08
Venustiano Carranza|2|2020-02-09
Venustiano Carranza|1|2020-02-10
Venustiano Carranza|3|2020-02-11
Venustiano Carranza|1|2020-02-13
Venustiano Carranza|3|2020-02-14
Venustiano Carranza|2|2020-02-15
Venustiano Carranza|2|2020-02-16
Venustiano Carranza|4|2020-02-18
Venustiano Carranza|2|2020-02-19
Venustiano Carranza|2|2020-02-22
Venustiano Carranza|2|2020-02-24
Venustiano Carranza|1|2020-02-25
Venustiano Carranza|3|2020-02-27
Venustiano Carranza|1|2020-02-28
Venustiano Carranza|1|2020-03-01
Venustiano Carranza|2|2020-03-02
Venustiano Carranza|4|2020-03-03
Venustiano Carranza|5|2020-03-04
Venustiano Carranza|3|2020-03-05
Venustiano Carranza|3|2020-03-07
Venustiano Carranza|2|2020-03-10
Venustiano Carranza|2|2020-03-11
Venustiano Carranza|3|2020-03-13
Venustiano Carranza|1|2020-03-15
Venustiano Carranza|1|2020-03-18
Venustiano Carranza|1|2020-03-19
Venustiano Carranza|3|2020-03-21
Venustiano Carranza|2|2020-03-22
Venustiano Carranza|1|2020-03-23
Venustiano Carranza|1|2020-03-24
Venustiano Carranza|2|2020-03-25
Venustiano Carranza|1|2020-03-29
Venustiano Carranza|1|2020-03-30
Venustiano Carranza|1|2020-04-02
Venustiano Carranza|1|2020-04-04
Venustiano Carranza|2|2020-04-05
Venustiano Carranza|1|2020-04-06
Venustiano Carranza|1|2020-04-08
Venustiano Carranza|1|2020-04-09
Venustiano Carranza|1|2020-04-11
Venustiano Carranza|1|2020-04-13
Venustiano Carranza|2|2020-04-14
Venustiano Carranza|2|2020-04-17
Venustiano Carranza|1|2020-04-18
Venustiano Carranza|3|2020-04-19
Venustiano Carranza|1|2020-04-20
Venustiano Carranza|1|2020-04-21
Venustiano Carranza|2|2020-04-22
Venustiano Carranza|2|2020-04-23
Venustiano Carranza|2|2020-04-24
Venustiano Carranza|1|2020-04-25
Venustiano Carranza|1|2020-04-30
Venustiano Carranza|1|2020-05-01
Venustiano Carranza|1|2020-05-04
Venustiano Carranza|1|2020-05-07
Venustiano Carranza|1|2020-05-08
Venustiano Carranza|1|2020-05-13
Venustiano Carranza|1|2020-05-17
Venustiano Carranza|1|2020-05-19
Venustiano Carranza|2|2020-05-20
Venustiano Carranza|3|2020-05-22
Venustiano Carranza|1|2020-05-27
Venustiano Carranza|1|2020-05-28
Venustiano Carranza|1|2020-05-29
Venustiano Carranza|2|2020-05-30
Venustiano Carranza|1|2020-05-31
Venustiano Carranza|1|2020-06-04
Venustiano Carranza|1|2020-06-06
Venustiano Carranza|1|2020-06-11
Venustiano Carranza|1|2020-06-12
Venustiano Carranza|3|2020-06-13
Venustiano Carranza|1|2020-06-15
Venustiano Carranza|1|2020-06-17
Venustiano Carranza|1|2020-06-18
Venustiano Carranza|2|2020-06-22
Venustiano Carranza|1|2020-06-24
Venustiano Carranza|3|2020-06-25
Venustiano Carranza|1|2020-06-29
Venustiano Carranza|1|2020-07-01
Venustiano Carranza|1|2020-07-02
Venustiano Carranza|1|2020-07-03
Venustiano Carranza|1|2020-07-04
Venustiano Carranza|2|2020-07-07
Venustiano Carranza|1|2020-07-08
Venustiano Carranza|1|2020-07-11
Venustiano Carranza|1|2020-07-13
Venustiano Carranza|1|2020-07-15
Venustiano Carranza|2|2020-07-16
Venustiano Carranza|1|2020-07-18
Venustiano Carranza|1|2020-07-19
Venustiano Carranza|3|2020-07-20
Venustiano Carranza|1|2020-07-23
Venustiano Carranza|1|2020-07-24
Venustiano Carranza|1|2020-07-27
Venustiano Carranza|3|2020-07-28
Venustiano Carranza|4|2020-07-29
Venustiano Carranza|2|2020-07-30
Venustiano Carranza|2|2020-07-31
Venustiano Carranza|1|2020-08-04
Venustiano Carranza|1|2020-08-05
Venustiano Carranza|1|2020-08-06
Venustiano Carranza|1|2020-08-07
Venustiano Carranza|1|2020-08-08
Venustiano Carranza|1|2020-08-09
Venustiano Carranza|2|2020-08-10
Venustiano Carranza|1|2020-08-11
Venustiano Carranza|1|2020-08-13
Venustiano Carranza|1|2020-08-15
Venustiano Carranza|2|2020-08-16
Venustiano Carranza|2|2020-08-18
Venustiano Carranza|1|2020-08-19
Venustiano Carranza|1|2020-08-20
Venustiano Carranza|1|2020-08-21
Venustiano Carranza|1|2020-08-22
Venustiano Carranza|2|2020-08-24
Venustiano Carranza|1|2020-08-25
Venustiano Carranza|4|2020-08-29
Venustiano Carranza|1|2020-08-31
Venustiano Carranza|1|2020-09-02
Venustiano Carranza|1|2020-09-06
Venustiano Carranza|4|2020-09-07
Venustiano Carranza|2|2020-09-08
Venustiano Carranza|3|2020-09-11
Venustiano Carranza|3|2020-09-13
Venustiano Carranza|2|2020-09-14
Venustiano Carranza|1|2020-09-15
Venustiano Carranza|3|2020-09-16
Venustiano Carranza|3|2020-09-19
Venustiano Carranza|1|2020-09-22
Venustiano Carranza|1|2020-09-24
Venustiano Carranza|4|2020-09-25
Venustiano Carranza|4|2020-09-27
Venustiano Carranza|2|2020-09-29
Venustiano Carranza|1|2020-09-30
Venustiano Carranza|1|2020-10-01
Venustiano Carranza|1|2020-10-02
Venustiano Carranza|1|2020-10-03
Venustiano Carranza|1|2020-10-05
Venustiano Carranza|2|2020-10-08
Venustiano Carranza|2|2020-10-09
Venustiano Carranza|2|2020-10-11
Venustiano Carranza|1|2020-10-13
Venustiano Carranza|1|2020-10-14
Venustiano Carranza|2|2020-10-15
Venustiano Carranza|1|2020-10-19
Venustiano Carranza|3|2020-10-20
Venustiano Carranza|1|2020-10-21
Venustiano Carranza|1|2020-10-22
Venustiano Carranza|2|2020-10-23
Venustiano Carranza|1|2020-10-24
Venustiano Carranza|2|2020-10-25
Venustiano Carranza|1|2020-10-28
Venustiano Carranza|2|2020-10-29
Venustiano Carranza|3|2020-10-30
Venustiano Carranza|3|2020-11-01
Venustiano Carranza|3|2020-11-03
Venustiano Carranza|1|2020-11-04
Venustiano Carranza|1|2020-11-05
Venustiano Carranza|4|2020-11-06
Venustiano Carranza|3|2020-11-07
Venustiano Carranza|1|2020-11-08
Venustiano Carranza|2|2020-11-09
Venustiano Carranza|2|2020-11-10
Venustiano Carranza|2|2020-11-11
Venustiano Carranza|1|2020-11-12
Venustiano Carranza|1|2020-11-13
Venustiano Carranza|1|2020-11-14
Venustiano Carranza|1|2020-11-16
Venustiano Carranza|2|2020-11-19
Venustiano Carranza|1|2020-11-20
Venustiano Carranza|1|2020-11-21
Venustiano Carranza|1|2020-11-24
Venustiano Carranza|1|2020-11-25
Venustiano Carranza|2|2020-11-26
Venustiano Carranza|1|2020-11-30
Venustiano Carranza|1|2020-12-01
Venustiano Carranza|1|2020-12-05
Venustiano Carranza|2|2020-12-07
Venustiano Carranza|2|2020-12-10
Venustiano Carranza|1|2020-12-12
Venustiano Carranza|1|2020-12-14
Venustiano Carranza|2|2020-12-16
Venustiano Carranza|2|2020-12-17
Venustiano Carranza|1|2020-12-19
Venustiano Carranza|1|2020-12-20
Venustiano Carranza|1|2020-12-21
Venustiano Carranza|2|2020-12-22
Venustiano Carranza|1|2020-12-23
Venustiano Carranza|1|2020-12-24
Venustiano Carranza|1|2020-12-27
Venustiano Carranza|1|2020-12-28
Venustiano Carranza|1|2020-12-31
Xochimilco|1|2020-01-06
Xochimilco|2|2020-01-07
Xochimilco|1|2020-01-09
Xochimilco|1|2020-01-10
Xochimilco|1|2020-01-11
Xochimilco|1|2020-01-12
Xochimilco|1|2020-01-15
Xochimilco|1|2020-01-17
Xochimilco|2|2020-01-18
Xochimilco|1|2020-01-19
Xochimilco|1|2020-01-20
Xochimilco|2|2020-01-21
Xochimilco|1|2020-01-22
Xochimilco|2|2020-01-29
Xochimilco|1|2020-01-31
Xochimilco|1|2020-02-01
Xochimilco|2|2020-02-07
Xochimilco|1|2020-02-08
Xochimilco|1|2020-02-09
Xochimilco|1|2020-02-17
Xochimilco|2|2020-02-18
Xochimilco|1|2020-02-20
Xochimilco|1|2020-02-22
Xochimilco|1|2020-02-24
Xochimilco|1|2020-02-26
Xochimilco|1|2020-02-29
Xochimilco|1|2020-03-02
Xochimilco|1|2020-03-03
Xochimilco|1|2020-03-06
Xochimilco|1|2020-03-09
Xochimilco|1|2020-03-10
Xochimilco|1|2020-03-12
Xochimilco|1|2020-03-13
Xochimilco|1|2020-03-17
Xochimilco|1|2020-03-19
Xochimilco|1|2020-03-20
Xochimilco|1|2020-03-26
Xochimilco|1|2020-04-02
Xochimilco|1|2020-04-03
Xochimilco|1|2020-04-10
Xochimilco|1|2020-04-12
Xochimilco|1|2020-04-18
Xochimilco|2|2020-04-20
Xochimilco|1|2020-04-26
Xochimilco|1|2020-04-30
Xochimilco|2|2020-05-01
Xochimilco|1|2020-05-11
Xochimilco|1|2020-05-13
Xochimilco|1|2020-05-14
Xochimilco|1|2020-05-25
Xochimilco|1|2020-05-26
Xochimilco|1|2020-05-28
Xochimilco|2|2020-05-30
Xochimilco|1|2020-06-05
Xochimilco|1|2020-06-11
Xochimilco|1|2020-06-15
Xochimilco|1|2020-06-30
Xochimilco|1|2020-07-07
Xochimilco|1|2020-07-15
Xochimilco|1|2020-07-17
Xochimilco|1|2020-07-18
Xochimilco|1|2020-07-19
Xochimilco|1|2020-07-20
Xochimilco|1|2020-07-23
Xochimilco|1|2020-07-24
Xochimilco|2|2020-07-25
Xochimilco|1|2020-07-28
Xochimilco|1|2020-07-29
Xochimilco|1|2020-08-01
Xochimilco|1|2020-08-04
Xochimilco|1|2020-08-05
Xochimilco|1|2020-08-09
Xochimilco|1|2020-08-10
Xochimilco|1|2020-08-13
Xochimilco|2|2020-08-18
Xochimilco|2|2020-08-19
Xochimilco|1|2020-08-27
Xochimilco|2|2020-09-01
Xochimilco|1|2020-09-19
Xochimilco|1|2020-09-29
Xochimilco|1|2020-10-01
Xochimilco|1|2020-10-06
Xochimilco|1|2020-10-09
Xochimilco|1|2020-10-12
Xochimilco|1|2020-10-17
Xochimilco|1|2020-10-29
Xochimilco|1|2020-10-30
Xochimilco|1|2020-11-03
Xochimilco|2|2020-11-04
Xochimilco|1|2020-11-05
Xochimilco|1|2020-11-06
Xochimilco|1|2020-11-08
Xochimilco|1|2020-11-09
Xochimilco|1|2020-11-10
Xochimilco|2|2020-11-11
Xochimilco|1|2020-11-13
Xochimilco|2|2020-11-18
Xochimilco|1|2020-11-19
Xochimilco|1|2020-11-20
Xochimilco|2|2020-11-23
Xochimilco|1|2020-11-25
Xochimilco|1|2020-11-27
Xochimilco|2|2020-11-29
Xochimilco|2|2020-12-04
Xochimilco|1|2020-12-08
Xochimilco|1|2020-12-09
Xochimilco|2|2020-12-16
Xochimilco|1|2020-12-17
Xochimilco|1|2020-12-18
Xochimilco|1|2020-12-23
Xochimilco|1|2020-12-24
